0.39,4.08,0.57,1.18,0.74,3.55,2.79,1.07,1.83,4.51,2.45,0.9,0.75,0.4,0.87,0.62,0.9,2.56,1.5
0.67,5.8,0.83,1.46,1.18,3.43,1.96,2.47,2.97,4.45,2.52,1.01,0.46,0.57,0.79,0.46,0.95,3.28,3.84
0.73,4.37,0.83,1.81,0.9,3.88,2.95,0.73,1.36,4.48,2.82,1.07,0.38,0.53,0.77,0.44,0.98,25.16,1.5
1.13,5.01,0.54,0.48,2.32,3.68,2.99,0.55,5.26,3.56,2.26,1.15,0.27,0.53,0.74,0.43,0.9,2.28,1.41
1.14,5.78,0.42,0.86,2.95,3.66,0.95,1.57,2.39,4.58,2.47,0.74,0.86,0.54,0.93,0.7,0.88,2.87,1.49
1.1,4.75,0.92,0.94,2.73,3.26,1.68,1.32,2.88,5.46,2.06,1.01,0.5,0.41,0.79,0.6,0.99,2.46,0.5
1.84,3.89,0.77,0.62,0.22,3.29,10.66,1.43,1.95,5.86,2.52,1.16,0.38,0.57,0.95,0.67,0.34,2.89,1.49
0.47,3.8,0.77,1.17,0.92,3.23,3.21,0.85,2.31,4.35,2.18,0.75,0.74,0.5,0.86,0.37,0.51,2.32,2.07
0.34,4.12,0.83,1,1.97,3.48,2.21,1.1,2.2,4.69,2.87,0.56,1.15,0.3,0.76,0.8,0.82,2.42,2.07
0.38,4.06,0.51,0.54,1.49,3.54,2.72,1.23,3.48,3.72,2.68,1.04,0.81,0.29,1.2,0.26,0.72,2.54,0.59
1.13,5.01,0.54,0.71,2.09,3.68,3.57,1.58,2.32,5.6,1.46,0.98,0.59,0.4,0.85,0.44,0.98,2.66,1.05
0.76,5.61,0.63,0.95,2,3.5,3.41,1.29,4.9,3.82,2.14,1.1,0.65,0.33,0.79,1.05,0.41,2.6,0.74
0.65,5.23,0.3,0.92,2.64,3.82,1.75,2.88,2.92,4.3,1.11,1.19,0.61,0.43,0.74,0.33,0.78,2,0.71
0.74,5.46,0.78,0.71,2.66,3.73,0.79,1.79,4.69,3.56,2.42,1.12,0.39,0.39,0.74,0.76,0.66,2.29,1.36
1.17,5.74,0.5,1.29,2.35,3.13,2.03,1.07,2.41,4.25,2.06,0.61,0.88,0.47,0.9,0.85,1.14,2.39,0.9
1.06,4.97,0.8,0.25,1.36,3.06,2.05,10.02,1.93,4.05,2.79,0.85,0.48,0.64,0.94,0.53,0.77,2.14,0.97
0.81,5.32,0.31,1.1,2.6,3.72,3.04,1.26,4.3,4.66,1.76,1.02,0.56,0.46,1.1,0.34,0.49,1.97,0.67
0.5,4.11,0.67,0.72,1.2,3.71,2,6.89,2.22,4.41,1.98,0.82,0.39,0.53,0.99,0.18,0.51,2.06,0.86
0.74,5.5,0.63,0.93,2.06,3.17,2.23,2.69,2.82,3.7,1.74,1.02,0.41,0.45,0.87,0.6,0.66,2.35,0.78
0.82,4.96,1.1,0.58,0.82,3.8,2.02,1.63,2.24,3.32,2.52,0.75,0.68,0.45,1.11,0.39,0.78,2.47,0.8
1.77,5.09,1.17,0.81,0.77,2.92,1.98,11.72,2.38,4.59,2.06,1.01,0.47,0.61,0.99,0.46,0.4,1.82,0.7
0.52,4.02,0.57,1.68,0.93,3.47,3.66,1.42,1.96,5.62,2.88,0.88,0.42,0.47,0.81,0.77,0.72,2.35,0.66
0.39,4.09,0.57,0.78,2.47,2.89,2.25,0.88,2.27,5.36,2.39,1.2,0.46,0.35,0.93,0.42,1.04,2.21,0.73
0.68,6.22,0.36,1.19,1.75,3.75,1.33,1.89,3.14,3.35,2.49,0.75,0.77,0.5,0.83,0.53,1.07,2.72,1.48
1.86,5.55,0.55,1.25,2.05,3.17,3.59,10.92,1.85,4.17,2.51,1.14,0.47,0.55,0.84,0.57,0.4,2.74,0.64
0.31,3.98,0.81,0.44,1.24,3.23,1.5,1.47,1.98,5.73,2.46,1.18,0.74,0.73,0.71,0.48,0.43,2.62,0.54
0.47,3.86,0.64,0.81,2.87,3.19,2.58,1.76,3.34,5.65,1.63,1.04,0.5,0.56,0.85,0.48,0.77,2.15,0.92
0.29,4.81,0.71,0.36,2.7,3.48,2.37,1.3,1.94,5,1.61,0.66,1.04,0.56,0.88,0.55,0.54,4.47,0.84
0.67,5.8,0.56,1,1.9,3.43,1.62,0.44,6.82,6.7,2.26,0.77,0.84,0.43,0.86,0.94,0.93,2.48,1.59
1.06,4.97,0.8,0.45,1.17,3.06,2.5,9.98,2.55,3.82,2.38,0.97,0.61,0.4,0.7,0.62,0.85,2.51,0.7
0.39,4.08,0.38,1.37,0.74,3.55,2.49,1.86,3.17,5.15,2.58,1.04,0.5,0.42,0.94,0.42,0.71,2.31,0.7
1.21,5.15,0.7,0.69,1.87,3.43,3.62,3.87,1.95,4.03,2.71,1.09,0.73,0.25,1.21,0.42,0.41,2.11,0.81
0.26,4.06,0.74,1.27,0.73,4.18,2.51,1.28,2.24,5.87,0.84,1.2,0.37,0.43,0.92,0.45,0.73,2.96,0.85
1.08,5.02,0.56,0.73,1.23,4,3.78,7.78,2,5.03,2.34,0.79,0.91,0.49,0.9,0.53,0.69,1.54,0.57
1.11,5.24,0.57,1.49,1.02,3.51,3.56,0.56,5.28,3.73,2.67,1.29,0.39,0.39,1.03,0.64,0.85,2.7,0.85
1.86,5.55,0.46,0.96,2.42,3.17,3.59,10.73,2.32,3.77,2.98,0.89,0.76,0.61,0.93,0.24,0.79,2.26,0.75
0.92,5.19,0.73,0.76,1.96,3.4,1.66,1.43,2.37,3.47,2.68,0.67,0.63,0.55,1.02,0.55,0.32,3.35,0.85
0.74,5.36,1.19,0.52,1.46,3.52,2.73,3.22,1.94,4.5,1.8,1.24,0.36,0.44,1,0.26,0.46,2.69,1
0.84,5.83,0.6,1.13,2.15,3.82,4.07,0.95,5.07,4.88,2.06,1.12,0.46,0.68,0.87,0.47,0.42,2.44,0.73
0.24,4.25,0.8,1.24,1.16,3.24,3.66,3.8,1.57,5.09,1.47,1.13,0.43,0.67,1.03,0.81,0.46,1.74,0.73
1.14,5.78,0.73,0.91,2.59,3.66,1.4,1.63,1.97,7.33,3.02,1.06,0.31,0.51,0.98,0.51,0.29,2.37,1
1.35,4.96,1.92,0.62,2.06,3.61,0.68,3.33,1.47,4.43,2.24,0.76,0.49,0.46,0.93,0.43,0.49,1.99,0.75
0.92,5.19,0.73,0.4,2.32,3.4,1.3,1.64,2.16,5.42,2.16,0.56,0.92,0.46,1.05,0.4,0.75,2.34,0.58
1.26,5.05,0.95,0.34,2.65,3.17,2.01,2.03,1.8,4.71,0.89,1.6,0.21,0.57,0.88,0.47,0.26,2.1,0.78
1.18,5.2,1.25,0.53,1.34,3.33,2.57,1.02,2.41,4.97,1.94,1.01,0.94,0.33,0.99,0.77,0.51,2.31,1.01
0.74,5.36,1.33,0.38,1.46,3.52,3.04,3.53,1.75,4.69,2.15,0.55,0.82,0.49,0.88,0.41,0.7,2.01,0.73
1.21,5.15,0.7,1.03,1.52,3.43,3.98,3.71,1.8,5.32,2.23,0.78,0.36,0.7,0.85,0.63,0.75,1.98,1
1.18,5.2,1.25,0.87,1,3.33,2.88,0.94,3.35,4.31,2.98,1,0.29,0.41,0.97,0.4,0.55,1.83,0.72
0.97,4.08,0.78,0.79,1.21,3.81,2.53,3.04,1.75,4.38,2.04,0.86,0.52,0.71,0.98,0.36,0.97,2.03,0.75
0.71,5.33,1.09,0.53,2.23,3.56,0.62,2.76,2.78,3.46,2.89,1.26,0.24,0.76,0.87,0.32,0.29,1.55,0.64
0.6,5.87,1.47,0.75,2.08,3.28,1.91,2,2.42,4.05,2.39,0.81,0.72,0.58,0.79,0.7,0.49,2.2,0.71
1.2,4.91,1.02,0.91,1.74,3.08,1.8,3.84,1.99,4.23,2.33,1.31,0.38,0.58,0.9,0.52,0.36,1.85,0.88
1.07,5.29,0.7,0.84,1.92,2.99,2.33,2.97,1.34,4.96,2.05,1.01,0.69,0.55,1,0.59,0.46,1.95,0.84
0.76,5.78,0.7,1.1,2.02,4.88,0.89,3.35,1.71,4.36,2.85,1.14,0.41,0.66,0.91,0.43,0.34,1.67,1.01
1.28,5.36,0.75,0.85,2.01,3.1,0.89,0.8,2.89,4.2,1.78,1.28,0.48,0.66,0.7,0.28,0.65,3.27,0.72
0.06,4.43,0.59,0.93,1.68,3.24,3.6,3.66,2.08,4.79,2.17,0.8,0.6,0.58,0.99,0.55,0.52,1.9,1.04
0.93,5.23,0.82,0.88,2.06,2.91,2.24,2.25,1.88,4.94,2.71,1.19,0.28,0.53,0.94,0.37,0.44,1.7,1.05
1,5.4,0.75,1.25,2.14,3.66,3.42,1.69,2.96,5.03,2.52,1.33,0.42,0.69,1.05,0.42,0.74,3.05,0.72
0.26,4.06,0.74,0.89,1.1,4.18,2.17,2.68,2.11,4.96,2.09,0.87,0.41,0.64,0.91,0.38,0.71,2.06,1.77
1.84,3.89,0.77,0.63,0.22,3.29,10.2,0.63,3.18,4.62,2.52,0.92,1.47,0.57,0.85,2.08,0.62,4.6,0.7
0.82,5.7,0.57,0.66,2.89,3.71,4.46,1.98,1.85,5.54,1.34,0.96,0.67,0.45,0.88,0.53,1.83,1.81,0.56
0.82,5.18,1.3,1,1.87,3.8,1.44,1.75,1.76,4.67,2.52,1.08,0.72,0.61,1.07,0.41,0.29,1.98,0.67
0.66,5.3,0.58,0.89,2.76,3.05,2.95,2.84,1.97,4.53,1.97,0.93,0.67,0.58,0.8,0.68,0.42,2.88,0.7
0.65,5.23,0.3,0.92,2.64,3.82,2.06,1.68,2.03,3.65,2.04,1.51,1.38,0.42,0.81,0.39,0.68,2.24,2.98
0.38,4.3,0.44,0.41,1.84,3.35,1.82,0.61,1.83,6.22,1.89,1.09,0.66,0.7,0.8,1.01,1.14,3.29,6.17
0.92,4.98,1.04,1.19,0.6,4.16,2.06,0.9,1.45,4.53,2.52,1.27,0.42,0.65,0.99,0.34,0.72,1.66,0.76
1.77,5.09,0.94,0.73,1.07,2.92,1.69,11.96,2.42,4.48,2.3,0.97,0.31,0.42,0.92,0.49,0.67,2.33,1.95
1.01,5.2,0.9,0.37,2.1,3.78,1.66,2.74,3.34,4.63,2.76,1.04,0.38,0.52,0.82,0.44,1.03,2.52,3.01
0.76,6.38,0.82,0.73,0.87,3.52,1.01,0.83,2.17,4.29,2.29,1.07,0.35,0.58,0.95,0.16,0.6,1.57,0.53
0.68,6.22,0.36,0.75,2.2,3.75,1.03,1.82,5.32,4.94,2.92,1.33,0.28,0.87,0.69,0.66,0.17,1.92,0.85
0.26,4.2,0.63,1.39,1.98,3.11,2.78,2.83,1.37,3.46,2.69,0.83,0.56,0.58,0.95,0.67,0.82,2.78,6.17
0.34,4.12,0.83,0.72,2.25,3.48,1.83,1.96,5.04,3.84,2.68,1.07,0.35,0.43,0.95,0.42,0.42,2.6,3
0.75,5.95,1.34,0.82,2.91,3.09,2.9,1.76,2.18,3.8,3.65,0.96,0.36,0.69,0.99,0.6,0.4,1.33,0.81
0.82,4.96,1.1,0.9,0.5,3.8,2.35,1.73,1.96,4.7,1.73,1.1,0.41,0.5,1.3,0.45,0.68,3.69,0.63
1.08,5.02,0.56,0.95,1.01,4,4.05,3.3,2.39,4.08,2.49,0.73,0.91,0.45,0.93,0.56,0.26,2.21,6.5
0.81,5.32,0.54,1.15,2.33,3.72,3.45,1.49,4.37,3.94,1.56,1.13,0.37,0.39,0.9,0.59,0.36,2.44,3
0.61,4.03,2.47,0.35,1.25,3.44,1.57,0.85,1.87,4.7,2.33,1.27,0.4,0.53,1.03,0.56,0.58,1.97,0.87
