0.72,4.05,0.63,1.32,2.08,3.46,2.81,0.8,2.44,4.91,2.76,1.1,0.38,0.63,0.88,0.43,0.43,2.25,1.02
0.75,4.06,0.32,1.16,1.41,3.11,3.25,0.71,2.79,4.88,2.94,1.14,0.33,0.64,0.92,0.27,0.61,2.07,0.5
0.82,4.05,0.35,1.67,1.88,2.97,2.32,0.76,2.25,4.66,2.64,1.19,0.36,0.71,0.85,0.54,0.62,2.01,0.86
1.29,4.17,0.78,1.96,1.45,3.04,1.67,2.55,2.26,4.6,2.35,1.22,0.52,0.42,1.05,0.61,0.56,1.79,0.75
0.43,4.17,0.76,1.45,1.07,3.22,1.43,1.47,1.62,4.76,2.36,1.08,0.48,0.5,0.9,0.72,0.34,2.42,0.66
0.75,4.06,0.53,1.25,1.11,3.11,3.44,0.83,1.83,4.95,2.6,1.2,0.5,0.65,0.96,0.76,0.32,2.25,0.76
0.83,3.96,0.68,0.88,1.48,2.88,1.05,3.66,2.88,5.17,2.31,1.06,0.4,0.45,0.9,0.53,0.38,2.16,0.9
0.83,4.38,0.76,1.5,1.27,3.35,2.49,1.68,2.62,5.84,2.49,1.07,0.61,0.38,0.95,0.46,0.64,2.06,1.05
0.79,3.87,0.77,1.41,1.56,2.85,1.59,1.47,2.48,4.59,2.43,1.05,0.53,0.58,0.98,0.61,0.76,2.46,1.66
0.74,4.27,0.43,0.93,1.59,3.31,1.24,1.79,2.25,4.84,2.95,1.2,0.37,0.47,0.87,0.68,0.52,2.65,1.08
0.43,3.83,0.51,0.81,1.55,3.26,3.11,0.8,2.29,4.75,2.34,1.33,0.41,0.45,0.98,0.39,0.58,2.28,0.74
0.61,4.05,0.42,0.88,1.29,2.93,1.36,0.76,1.99,4.93,2.23,1.18,0.65,0.49,0.93,0.37,0.72,2.06,0.91
0.93,4.25,0.72,1.25,1.79,3.33,1.49,1.66,2.36,6.13,2.39,0.9,0.38,0.73,0.87,0.53,0.58,2.73,0.79
0.8,3.99,1.16,1.7,1.39,3.05,1.97,1.43,2.34,5.37,2.51,1.02,0.77,0.53,0.85,0.7,0.44,2.15,0.4
0.46,3.85,0.74,1.5,0.89,3.42,2.5,1.46,2.32,4.47,2.11,1.08,0.59,0.57,0.88,0.54,0.59,2.23,0.79
0.91,4.6,1.12,1.05,1.44,3.74,1.06,0.93,2.06,5.46,2.37,1.29,0.6,0.46,0.87,0.49,0.58,3.99,0.92
0.75,4.15,0.9,1.51,1.5,4.04,3.55,1.69,1.17,5.55,2.39,1.21,0.5,0.42,0.94,0.43,0.41,2.34,0.63
0.84,4.34,0.83,1.6,2.11,4.23,2.35,2.48,4.35,7.05,2.67,1.26,0.35,0.58,0.87,0.48,0.55,2.11,0.55
0.71,3.92,0.76,1.39,1.01,3.39,1.88,0.84,2.89,4.69,2.4,1.06,0.32,0.64,0.91,0.61,0.59,1.74,0.94
0.83,4.37,0.76,0.94,1.83,3.35,2.26,1.01,2.81,7.38,2.41,1.46,0.43,0.66,0.87,0.44,0.69,1.52,0.95
0.77,4.15,0.59,0.97,1.25,2.97,1.62,2.19,2.32,5.01,2.69,1.2,0.48,0.65,0.89,0.38,0.49,2.6,0.64
0.74,4.06,0.77,1.24,1.16,3.38,0.92,0.89,1.58,5.25,2.24,1.14,0.46,0.53,0.91,0.59,0.36,1.85,0.82
0.75,4.15,0.9,0.77,2.23,4.04,3.32,0.67,2.6,4.71,2.33,1.33,0.36,0.65,0.89,0.57,1.07,2.48,0.52
1.34,3.86,0.46,0.84,1.99,3.38,3.03,0.83,2.72,5.04,2.69,1.16,0.45,0.53,1.01,0.49,0.77,2.19,1.15
1.28,3.71,0.87,1.83,1.48,3.08,1.51,1.35,2.91,4.57,2.45,1.1,0.46,0.54,0.87,1.02,0.47,2.48,0.65
